133188	8.18	0.58	1.93	0.1	19.9	1	3.7	0.1	0.6	47.1	52.1	4.9
90790	9.26	1.42	2.24	0.14	163	0.1	66.1	10.8	7.1	22	85.5	1.2
253685	48.68	7.12	10.32	0.45	237.5	8.2	315.9	7.2	5.3	2054	9269.7	22.9
135057	19.52	3.09	4.66	0.25	113.6	18.1	79.8	8.5	7.8	17.8	54	1304
104251	14.97	1.9	2.64	0.16	141.8	18.6	2349.1	34.2	111.5	57.5	342.8	657.4
237971	25.36	4.81	7.59	0.24	344	13.4	63	2.9	6.8	200	2274.8	11.9
128121	17.45	2.38	3.36	0.15	313.7	1.6	203.3	6.7	77.5	95	243.2	1683.9
138121	24.82	3.77	5.56	0.22	149.4	1.4	25.5	0.7	2.7	40.6	164.1	1.6
211951	14.18	3.7	7.76	0.27	493	1.1	89.5	31.8	19.5	382.4	2313.2	219.5
575196	74.42	10.12	17.8	0.93	348.4	35.3	588.4	1	32.6	5599.2	24134.5	110.3
453935	41.86	6.67	12.02	0.51	188.5	0.05	549.6	7.5	76.5	4166.9	14703.5	302.5
233838	49.56	5.76	8.4	0.45	222.3	12.3	639.6	29.4	83.5	472	1529.1	340.6
238279	39.49	5.38	7.87	0.52	54.7	0.2	1277	8.7	97.2	429.8	1847.8	557.8
189362	51.95	5.77	8.08	0.5	159.7	6.2	7004.1	128.9	2941.6	2572	5967	10055.4
499884	52.08	7.99	14.14	0.73	266.6	25.1	1074.6	5.4	31.9	481.3	5585.2	199.5
409107	43.07	6.21	9.35	0.53	174.4	2.4	451.4	14.7	60.9	152.3	1586.4	51.5
272694	51.93	7.2	10.83	0.59	165.9	5.4	1462.1	4.4	100.9	6239.4	10824.9	1022.9
300563	57.58	8.3	10.33	0.57	331.5	3.6	2975.8	39.5	701.6	585.6	1799.6	6766.3
882020	100.09	13.75	21.9	0.99	201.9	1.7	3232.3	152.9	526.9	1221.9	7408.6	814.4
198144	45.59	4.83	8.88	0.49	67.8	0.7	1398.8	17	250.8	558.1	881.3	1670.7
44081	7.82	1.09	1.52	0.08	17.1	0	3.7	3.6	2	15.4	60	15.9
200677	25.27	3.49	5	0.31	117.9	0.3	64.3	0.6	3.8	312	574.1	12
362438	67.51	7.94	11.5	0.85	162.5	9.3	1378.2	86.5	132.4	588.7	2314.3	970.4
118017	27.25	3.41	4.67	0.42	163.6	0.3	209.3	3.4	29.6	397.1	973.5	65.7
185112	33.07	4.14	5.92	0.47	40	10.2	7656.9	197.7	869.9	137.5	1095.5	4104.3
7176	2.5	0.33	0.42	0.03	0.1	0	14.3	0.5	2.9	0	5.6	117.9
175955	19.64	2.65	3.73	0.28	149.2	13.7	807	18.6	326.5	109.5	2095.2	572
64514	13.24	1.95	2.44	0.26	76.5	24.6	3416.8	23.9	533.8	356.4	1005.8	927.9
27115	5.75	0.84	1.7	0.05	101.2	2.3	599.5	13.9	61	0.9	85.5	808.8
30735	10.02	0.65	1.12	0.05	36.3	6.7	42.1	5.3	1.3	383.2	460.6	52.4
101291	19.87	2.27	3.49	0.25	180.1	8.8	306.1	13.7	20.7	15.7	314.8	870.7
