151733	16.15	1.65	3.29	0.44	35.3	0.4	3.6	0.3	0.7	79.5	93.6	11
93008	20.91	2.38	3.6	0.46	53.3	0.3	92.1	98.5	2.1	51	292.4	26.3
310568	120.81	9.73	37.83	4.62	1083.3	35.1	341.4	76	13.4	2686.3	6432.9	52
145252	40.51	5.01	8.93	1.06	739.4	423.3	460.9	36.9	110.8	25.6	119.1	290.9
110861	83.56	4.69	18.93	2.15	1214.8	150.3	11870.9	38.2	1621.5	33.1	560.1	19657.9
260045	116.75	9.63	20.78	2.85	524.4	9.6	114.8	4.6	18.8	321.9	871.7	91.2
126908	72.42	5.14	12.47	1.52	282.2	4	204	4.3	28.4	75.6	168.1	1300.8
148595	139.27	8.13	28.46	2.93	212.7	2.5	46.1	3.2	9.5	41.6	94.9	56.4
224147	19.88	4.25	1.56	0.21	633.7	1.1	152.8	17.8	12.1	540.3	1821.1	89.4
621303	105.46	13.77	17.34	1.83	961.6	31.5	1142.6	12.5	26.1	3624.3	9915.3	302.8
433822	68.32	9.85	8.43	1.04	391.7	4.2	724.9	11.7	310.3	3704.3	12157.7	246.9
280626	87.11	9.68	18.62	2.01	666.2	3.6	1513	13.3	141.1	291.4	765.7	2281.6
256868	60.94	8.51	9.15	1.26	341	2.2	3593.8	18.6	624.8	925.1	9962.2	3096.8
223232	71.56	8.46	10.72	1.52	673	14.3	9206.2	88.3	2092.9	676.8	1227.9	9199.6
559908	175.76	15.22	67.67	8.15	461.8	33	924.2	3.1	1043	515.6	6786.8	2256.9
433487	128.72	13.43	42.66	5.05	912.6	108.1	1753.3	17.1	364.1	446.4	26208	958.7
313785	98.61	11.43	18.55	2.29	940.8	12.5	3989.4	13.7	859	2372	3379.7	11621.1
314107	120.77	15.11	22.25	2.71	580.6	18.5	18172.8	142.3	4593.2	1276.6	8161.2	30887.1
911523	160.69	19.97	18.73	2.79	433.4	7.8	2724.3	34.8	443.9	2387.6	8177.3	936.1
220066	71.12	7.67	11.42	1.4	269.6	4.8	4634.6	152.5	631.3	178.6	878.7	3636.4
39123	18.79	2.1	3.99	0.49	48.1	0.01	3.6	0.3	1.3	3.6	42.4	6.3
149799	37.98	5.01	5.38	0.67	350.9	5.4	82.6	0.5	4.2	334.9	706.2	33.9
341607	118.64	13.14	22.46	2.65	563.8	2.5	3787.5	71.4	206.9	1480.1	2685.4	3395
112803	31.83	3.63	4.76	0.48	412.8	0.5	72.8	22.5	19.6	36.3	335.4	110.3
173333	51.03	5.49	7.55	0.76	327.7	1.7	5065.9	23.7	857.1	99.2	167.1	8431.1
5883	2.88	0.34	0.73	0.07	1	5.4	6	0.2	1.3	0.7	2.8	5205.4
168122	48.91	5.56	10.02	1	633.1	6.1	1456.8	35.4	510.5	138.8	701	1195.9
67072	36.57	3.72	5.13	0.47	728.4	21.1	5840.1	107	1161.1	721.8	1635.7	4695.9
23663	10.43	1	0.79	0.09	147.1	0.9	1304.5	6.2	93.4	1.2	7	1357.9
32025	21.1	1.62	3.6	0.42	161.5	68.7	6.9	2.6	0.8	0.8	106.1	49.2
99952	66.23	4.56	15.54	1.3	406.3	9.1	137.3	22.6	16.6	526.4	824.6	620.4
