166419	8.71	0.56	1.86	0.07	20.8	0.1	19.5	1.3	2	55.3	69.4	8.2
91534	10.33	1.56	2.39	0.16	38.5	0.1	155.4	53.5	12	55.5	274	11.3
288795	41.12	6.15	8.31	0.55	554.5	11.7	333.6	33.1	5.1	2084.5	4707.2	16
139291	22.71	3.26	4.49	0.34	447.3	171.1	76.8	5.5	33	21.8	145.4	114.6
104696	16.95	2.13	2.8	0.15	237.9	6.2	2066.6	19.8	542.5	45.7	107.8	3877.4
228202	25.82	5.14	7.19	0.28	320.1	8.1	81.2	2.2	11.7	87.7	845.8	10.1
97073	17.74	2.32	3.39	0.25	323.7	0.8	219.4	5.4	70.9	64.1	116.8	1594.1
138335	29.63	4.37	6.07	0.32	174	37	31.1	10.3	5.3	61	116.4	33.7
220759	14.75	3.84	17.02	1.13	512.9	1.2	213.7	13.7	22.4	595.6	1773.2	147.6
616624	74.65	10.28	12.49	0.79	559.6	22.6	739	2.8	18.1	1921.9	6540.3	56.9
430857	46.15	7.3	8.6	0.45	244.4	2.5	524.8	9	68.2	2394.9	7411.2	187.4
240666	49.63	5.63	7.36	0.64	439.3	2.7	1124.5	84.1	104.3	188.9	644.7	1711.5
237016	39.16	5.33	8.23	0.6	153	0.3	398.2	2.2	43.7	674.8	4519.6	375.9
221092	55.47	6.04	13.24	0.85	407.9	20.6	8606	90.6	1817.5	732.3	1496.5	12940
507591	53.05	7.8	10.17	0.54	426.3	31.2	570.8	6.1	59.1	500	6465.8	436.9
402055	46.43	6.48	9.76	0.62	425.1	2.6	1389.2	14.6	176.9	641.1	2808	330.7
274787	51.99	6.84	12.57	0.83	498.4	11.9	1751.6	7.9	301.4	1034.1	1810.1	1777.9
298757	60.26	8.11	20.76	1.37	313.1	18.8	14564.8	90.3	4494.1	719.7	2299.7	4311.3
938261	96.42	14.39	6.43	0.45	367.2	3.2	4200.3	43.2	598.9	1488.4	4669.5	522.1
193186	41.6	4.62	1.53	0.09	146.8	2.7	1300.9	9.4	131.1	255.5	653.8	450.3
44097	7.59	1.1	5.16	0.32	9.8	0	21.1	0.5	12	31.3	63.5	11.2
202061	25.57	3.61	11.32	0.85	199.5	2	113.1	0.5	4.8	264.7	494.2	4.5
352826	67.68	8.01	4.25	0.39	323.9	0.9	1137.4	19.1	94	263.9	1143.2	525.3
100720	25.59	3.08	6.26	0.48	136.6	1.7	41.7	3	12.3	654.8	786	133.4
181089	37.38	4.35	0.43	0.03	161.1	0.6	4158.9	37.6	645.6	100.6	156.2	7399.1
6143	2.74	0.34	0.43	0.03	0	0	10.4	0.3	2.9	0.9	4.3	28.6
166565	18.73	2.51	3.78	0.36	694.3	10.4	1002.3	17.7	316.9	162.5	709.4	1391.5
66325	16.15	2.26	3.12	0.19	194.6	1.7	7228.8	15.4	1569.6	133.2	1068.3	1701.2
272775	7.03	0.94	1.37	0.13	129.4	1.1	559.4	4.7	33.2	3.3	6	936.5
33949	11.97	0.93	1.45	0.13	65.4	2.2	5.1	1.3	1	237.4	636.8	52.8
93907	23.54	2.5	3.83	0.25	313	5.2	288.9	7.8	17.9	60	334.5	848.9
