140274	18.65	2.05	3.26	0.44	51.5	0.5	215.9	0.5	17.9	325.8	460.1	21.3
82813	22.94	2.54	3.29	0.36	138.2	1.2	1004.6	3.7	9.6	169.3	453.8	19.4
305773	134.91	11.07	36.04	3.86	986	120.3	377.8	5	26.6	2870.8	5963.6	66.3
134298	47.68	5.69	8.45	0.81	1202	727.2	453.6	5.8	799	466.2	501.2	574
102424	88.39	5.27	26.7	2.07	798.3	216.8	3050	77	415.7	4.1	35.2	5081.8
238769	130.59	10.75	20.53	2.76	714.6	30.1	557.2	10.8	56.9	513.4	742	350.3
119509	78.75	5.63	12.9	1.58	301.5	5	198.9	5.4	26.6	109.7	162.2	1015.4
162589	149.88	9.28	24.75	2.37	293.4	6.5	31	1.6	4.1	369.7	376.3	4.1
219244	24.26	4.74	1.55	0.18	649.7	4	321.3	4	15.3	1011	2815.4	99.9
598211	119.7	15.31	17.47	1.86	1205.3	52.1	2322.9	113.9	38.7	4542.1	11340	584.1
420961	78.62	11.23	9.23	1.06	684.2	23.9	498.1	10.4	212.9	9364.8	19520	199.4
254329	92.43	10.61	18.12	2.01	739.3	5.6	1737.5	9	132.2	2297.2	3547.5	5062.4
256263	66	9.32	9.57	1.21	434.5	9.4	3093	27.5	347.4	2774.3	11769.3	1230.5
201190	74.83	9.11	11.38	1.36	579	10.9	6750.4	95.6	2219.5	17155.7	17438.7	8712.1
479100	192.12	16.86	56.27	6.1	1086.8	38.6	735.7	15.4	1012.4	533.3	7104.2	2192.3
403668	139.36	14.98	41.86	4.81	1147.2	136.4	4670.4	20.2	1318.3	1007.5	32604.5	1374
290200	108.66	12.89	19.46	2.34	972.4	17	3292.3	219.1	656.4	11567.2	12484.8	9595.1
304214	126.34	16.13	22.05	2.37	784.5	19.9	38607.3	236.9	13516.8	2098.9	18168.9	53524.9
838551	180.29	22.41	19.46	2.5	691	11.3	4855.1	33.7	794.9	8972.9	28454	758.3
245578	78.03	8.26	11.59	1.34	285.9	15	5418.4	46.7	1405.5	727.3	1769.7	6639.2
37103	19.74	2.25	4.12	0.5	4.2	0.3	15.8	1	4.6	0.3	136.1	18.6
132430	40.28	5.34	5.41	0.64	354.5	9.5	88.4	0.7	2.6	204.8	513.1	1362.4
283657	126.87	14.07	22.14	2.52	423.9	1.7	1645.7	72.8	147.2	843.9	3604.6	2642.2
91455	33.3	3.87	4.68	0.45	461.8	1.1	289	26.2	123.6	80.6	172.3	560.6
154010	54.86	5.86	7.61	0.74	410	3.9	8916.2	12.6	1655.2	27.2	94.3	10495.3
4683	2.58	0.32	0.57	0.04	0.6	0	3.2	0.1	0.6	0	1.3	8943.2
128749	53.62	6.19	8.58	0.75	741.3	2.7	1692.9	31.2	631.2	306.8	1727.2	655.7
62813	38.93	4.1	4.75	0.38	264.4	2.5	6792.7	89.8	1303.7	381.1	5026.3	3751.1
21994	10.38	0.98	0.67	0.05	316	1.4	724.8	9.9	120.1	7.4	14.7	1452.7
38948	22.8	1.74	2.73	0.21	179	10.6	92.1	4.3	24.2	110.1	340.3	168.7
93810	67.92	4.72	16.21	1.19	593.1	15.8	906.7	32.6	210.1	1690.3	2737.5	1338.6
