144580	17.85	1.97	3.13	0.40	50.4	0.5	201.0	0.6	17.4	321.3	438.1	15.1
84210	22.15	2.47	3.61	0.44	118.2	1.8	101.0	5.7	2.6	132.9	355.8	12.6
310921	130.99	10.71	36.10	3.93	897.5	27.5	346.6	3.6	28.9	2589.4	5401.0	89.5
138030	46.13	5.53	8.29	0.78	985.0	621.1	191.7	11.3	784.6	141.6	242.8	197.5
106920	86.32	5.12	15.50	1.25	947.8	241.5	3746.9	94.2	536.9	37.3	152.5	6071.6
234508	125.26	10.33	20.35	2.68	958.6	8.1	247.0	12.8	42.7	236.7	682.3	246.7
117703	76.12	5.47	12.87	1.57	341.3	5.7	161.6	5.9	28.9	59.5	134.0	590.5
153090	144.73	8.77	26.52	2.54	290.4	6.5	39.2	1.7	4.2	98.7	115.0	28.3
222963	23.56	4.58	1.56	0.18	622.4	3.0	173.7	11.8	12.7	1073.2	2443.7	68.3
594359	114.89	14.74	17.41	1.82	1319.5	40.5	1128.7	15.8	28.3	4009.4	8869.8	237.6
419120	75.51	10.75	9.38	1.06	747.4	7.3	555.3	7.4	220.2	8795.0	18684.7	292.7
266234	90.27	10.33	18.61	1.97	758.6	6.3	1550.0	7.6	131.8	272.8	714.6	4827.1
259098	63.90	9.09	9.64	1.25	515.3	2.0	3117.0	14.3	317.2	3096.5	11425.5	1430.5
207138	73.45	8.88	10.66	1.26	737.3	15.8	5716.5	79.5	1983.6	17196.7	17563.8	9364.5
494570	184.57	16.15	56.53	6.20	531.0	39.2	913.6	18.2	1054.0	514.0	7849.2	2401.4
412582	135.42	14.42	41.65	4.75	1231.9	140.6	4054.9	19.3	964.9	890.6	30091.2	1207.0
294054	105.82	12.49	19.39	2.32	1009.4	19.0	2624.3	32.0	540.8	9053.0	9924.0	6110.0
307227	124.90	15.77	22.07	2.38	585.0	19.5	24318.6	234.7	6746.9	1025.0	11366.9	42572.3
862471	173.39	21.64	19.37	2.49	648.9	12.6	2564.6	29.7	366.9	5178.8	22181.2	1048.6
225303	75.94	8.10	11.69	1.36	265.2	12.9	6301.9	108.1	1075.9	154.6	1780.4	8291.0
36156	19.44	2.26	3.07	0.39	8.7	0.0	5.9	0.4	1.8	0.0	123.5	2.1
142535	39.18	5.22	5.38	0.63	337.2	9.5	95.2	0.6	5.1	218.8	428.4	36.9
307648	123.20	13.70	28.74	3.17	641.4	3.5	1137.3	12.7	84.5	734.8	1835.2	2084.2
93085	32.82	3.83	4.38	0.44	437.4	0.3	265.7	20.3	26.9	30.6	63.9	486.9
156583	54.72	5.80	7.66	0.74	373.6	2.7	6248.4	10.6	1210.1	19.3	117.6	8161.5
5005	2.58	0.32	0.58	0.04	0.6	0.0	2.6	0.1	0.5	0.0	1.0	8943.0
132169	51.93	5.96	9.56	0.83	662.7	2.7	1449.3	27.2	566.4	224.2	1665.2	708.0
64969	37.91	3.92	4.74	0.38	295.2	2.8	8068.4	94.7	1289.5	415.1	6144.6	4286.2
21953	10.34	0.97	0.72	0.06	342.4	1.3	631.3	8.7	299.5	6.8	13.2	1480.1
38528	22.19	1.71	2.74	0.21	153.4	6.9	19.1	5.2	2.4	125.9	241.6	52.8
100720	67.24	4.65	16.21	1.20	1571.9	16.0	135.0	21.8	59.6	1639.0	2067.1	885.4
